lotrhic_2,0,obj:,3182.629187,1.000000674,EQ,1
archives_3,0,,,1.000000674,EQ,1
archives_4,0,,,1.000000674,EQ,1
str_4,0,,,1.000000674,EQ,1
lotrhic_5,1.000000674,,,1.000000674,EQ,1
archives_0,1.000000674,,,1.000000674,EQ,1
dex_2,0,,,0,GTE,0
londo_0,0,,,0,GTE,0
archives_1,1.000000674,,,0,GTE,0
item_0,40,,,0,GTE,0
item_1,76.55849314,,,1060.876396,GTE,0
lotrhic_3,1.000000674,,,2121.752792,GTE,0
lotrhic_4,1.000000674,,,0,LT,1
londo_4,0,,,0,LT,1
str_0,0,,,0,LT,1
archives_2,1.000000674,,,0,LT,1
str_3,0,,,0,LT,1
item_3,130.7662068,,,0,LT,1
dex_3,0,,,0,LT,1
londo_1,0,,,0,LT,1
item_4,0,,,0,LT,1
archives_5,0,,,0,LT,1
dex_5,0,,,0,LT,1
lotrhic_1,0,,,0,LT,1
londo_2,0,,,0,LT,1
dex_4,0,,,0,LT,1
londo_5,0,,,0,LT,1
londo_3,0,,,0,LT,1
dex_0,0,,,0,LT,1
item_5,0,,,0,LT,1
dex_1,0,,,,,
lotrhic_0,0,,,,,
str_1,0,,,,,
item_2,101.3481461,,,,,
str_5,0,,,,,
str_2,0,,,,,
